clear
osg_connect
ls
osg_connect
clear
submit3
submit3
clear
submit3
submit3
submit3
submit3
submit3
library
osg_connect
submit5
submit3
submit3
cd
ls
unzip
cd
ls
cd
ls
cd
ls
less
cp
submit3
less
cd
less
less
less
submit3
submit3
submit3
hpc
clear
osg_connect
submit3
ssh
osg_connect
clear
submit3
hpc
submit5
clear
ls
submit5
submit5
submit5
submit5
clear
submit3
submit5
submit3
submit3
clear
submit3
ssh
clear
ssh
submit3
submit3
submit3
clear
hpc
clear
library
submit5
submit5
submit5
submit3
submit3
submit5
clear
submit3
clear
submit5
submit3
library
osg_connect
hpc
library
ssh
submit5
submit3
ssh
clear
hpc
library
submit3
submit5
ssh
clear
ls
submit3
submit5
submit3
cd
ls
cd
ls
tar
ls
cd
ls
grep
cd
cd
ls
cd
ls
cd
grep
clear
ssh
ssh
cd
cd
ls
cd
ls
grep
clear
cd
ssh
library
submit3
submit4
submit3
ssh
ssh
submit5
submit5
library
submit3
clear
submit5
cd
ipython
submit5
ssh
ssh
submit5
ssh
ssh
cd
clear
submit5
clear
submit3
submit5
submit5
submit3
clear
hpc
clear
hpc
submit5
submit5
submit5
clear
submit5
submit5
ssh
submit5
clear
submit5
submit3
submit5
submit3
clear
ssh
library
submit3
submit4
submit5
clear
hpc
library
clear
submit3
clear
submit5
submit5
clear
pwd
ssh
scp
ssh
submit5
submit5
clear
library
ls
nano
rm
ls
nano
./make_table.sh
ls
less
la
la
ls
clear
ls
git
git
git
git
git
git
ls
cat
ls
cat
git
git
git
git
rm
ls
mkdir
mkdir
ls
mv
mv
ls
mkdir
mv
ls
git
nano
nano
git
git
git
git
cd
ls
../scripts/make_table.sh
ls
rm
ls
cd
nano
nano
cd
ls
../scripts/make_table.sh
ls
less
R
ls
cd
ls
chmod
ls
ls
cd
R
cd
nano
which
R
ls
rm
cd
ls
R
ls
cd
clear
cd
ls
mkdir
ls
mv
ls
cd
nano
nano
nano
cd
ls
mv
rmdir
ls
git
nano
git
git
git
git
ls
mv
cd
ls
../scripts/make_table.sh
nano
ls
../scripts/make_table.sh
ls
cd
ls
cd
nano
cd
nano
R
ls
cd
git
git
git
git
clear
cd
ls
cd
git
cd
git
cd
ls
git
git
clear
git
git
git
git
git
git
nano
git
git
git
git
git
git
git
git
git
ls
git
git
git
cd
cd
ls
make
make
make
git
git
git
git
git
make
make
git
git
git
git
git
git
git
cd
ls
cd
nano
cd
scp
ls
scp
scp
cd
ls
cd
ls
cd
ls
nano
chmod
./print_msg.sh
for
for
ls
for
ls
pdflatex
echo
ls
ls
/usr/local/texlive/2014/install-tl
sudo
ls
echo
which
which
nano
ls
scp
ls
pdflatex
ls
ls
echo
PATH=/usr/local/texlive/2014/bin/x86_64-darwin:$PATH
pdflatex
ls
xelatex
ls
clear
ls
cd
scp
cd
cd
ls
mv
ls
git
cd
ls
git
git
ls
git
git
git
git
ls
git
touch
git
git
git
cd
cd
ls
cp
ls
tar
ls
cd
ls
less
./install-sh
less
./configure
clear
ls
./install-sh
./install-sh
./configure
ls
cd
ls
cd
cd
ls
cd
ls
cp
ls
cd
ls
echo
tar
ls
cd
ls
./install.sh
ls
ls
bin/cowsay
bin/cowsay
bin/cowsay
bin/cowsay
bin/cowsay
for
cd
ls
less
cd
ls
cd
ls
cd
ls
ls
less
less
history
